answer_text,certainty_rate,coverage,direct_early,evasion,event_key,forward_rate,justification_rate,question_complexity,question_text,rank,severity
"Yes. Toni, thanks. So you're completely accurate that these numbers are slightly below our expectations from the beginning of the year. I will ask Jim to comment and give you a lot more color on it. But let me first comment on your statement of we have a double mandate of revenue growth and free cash flow growth. So -- but I want to also be clear, revenue growth has -- which manifests itself in client satisfaction, higher NPS from our clients, better consumption of both software and consulting from our clients, which allows them to consume more and more over time, is what we are focused on. And it's an -- and we have to deliver the free cash flow growth. Jim mentioned in a response to the first question that we were not expecting the business in Russia to get shut down. That impacted it a little bit. We were not expecting the currency headwinds to be as severe as it turned out to be. That's certainly impacted. And I'll acknowledge that inflation, as in wage inflation, showed up and impacted our margins in Consulting a lot more than we were expecting. Now an answer could have been to not hire people and to not give that, but that would have resulted then in lower capacity at the end of this year, which would not have allowed us the confidence into the growth, both in Consulting and in Software that we are now committing for 2023. So as we balance those, it becomes a business decision to say we are going to keep going on increasing capacity, which results in healthier revenue, and it will result in improving margins, but that flows through into 2023 as opposed to giving it all to us in 2022. So Toni, that's kind of how we think about balancing the investments in the business versus a quarterly result. And I'll ask Jim to comment a bit more on some of the specifics of what you were asking.",9.036144578313253,0.20417633410672856,0.9397590361445783,0.1499695300925279,IBM_2022_Q4,6.024096385542169,15.060240963855422,95.0,"Arvind, nice to see the revenue guide here. I was wondering if you could share some thoughts around what's happening in software in particular. You've had a really strong performance in Transaction Processing over the past year. How are you thinking about the trajectory of that? I know historically, we've kind of thought about this as mid-single-digit or higher decliner, and clearly, we're tracking very differently here. If you could share some thoughts around the trajectory of that in 2023 and beyond, that would be very helpful.",4,1.6343687744905946
"Yes. Thanks, Wamsi, for the question. So I'll address your Transaction Processing question first and then all of Software right after that. So some of you have heard me talk about that Transaction Processing would be a mid-single-digit decliner in the past. And that effectively, Wamsi, is what you asked, what's going to be different. As we look at our business there and we look both at the underlying MIPS growth as well as the criticality of that software as well as our ability to have some very modest pricing uplifts, we would now look at that business as being a slight increaser as opposed to a modest decliner. So I think if you are looking at that one, Wamsi, low single-digit increases for Transaction Processing is what we think is appropriate for the short- to medium-term model looking forward. Now that does help in overall Software. So first, let's look at Software and decompose it. Software, as Jim mentioned in his prepared remarks, is almost 80% recurring revenue. We see that recurring revenue increasing consistent with our model of the mid-single digits based on both the consumption, the usage as well as what we have seen through '22 in people renewing that base of Software business. Then I will acknowledge to you that '22 was a great ELA year. '23 will be not as good as '22, but with the transactional piece of the business being less than 20%, that has a much smaller impact on the overall growth rate. As you put all that together, we see the mid-single digits as being appropriate for the Software business.",7.2727272727272725,0.17094017094017094,0.9818181818181818,0.15497746697746698,IBM_2022_Q4,10.909090909090908,3.6363636363636362,81.0,"Maybe following on that, I had a broader question, Arvind, on the overall demand environment you're seeing. I think with earnings coming in from various enterprise tech players, so far, we're seeing a pretty wide range of signals about how the demand environment is shaping up for 2023. Can you just comment a bit on what you're seeing from your large clients, say, kind of relative to this past year?",5,1.6020502846543003
"So great questions. So let me start, and then I'm going to give it to Jim for a lot more detail. So first of all, on Red Hat, as I think Jim answered in one of the prior questions and in some of the prepared remarks as well, we are now expecting 11% to 13% for the year. That's kind of where we expect Red Hat to be. And that's an all-in number for the year that's inclusive of Q1. So Q1 was at the bottom end of that range. We are seeing more demand coming up as we go through the year. We know our cycles of renewals in Red Hat. If you sort of think that much like other software businesses, it's about a 3-year cycle. If you go all the way back to 2020, which was a boom year, those are coming up in 2023. And so we believe that will give us 1 point or 2 further tailwind behind the Q1 numbers. So as we sort of go through that, that gives us confidence based on the demand profile, the renewals as well as the uptick of the faster-growing areas like both OpenShift and likely Ansible coming down the road that we'll see numbers in that range. So with that sort of color on that, let me give it to Jim to add a lot more color on to both Red Hat and the other part on your pricing question.",8.097165991902834,0.18633540372670807,0.0,0.42711142404506247,IBM_2023_Q1,8.097165991902834,0.0,84.0,"Wanted to ask about the impact of the recent banking mini crisis we've had over the last 6 weeks or so. What impact are you seeing on your business, given how much work IBM does with financial services firms? Like are you seeing any disruption, or maybe on the flip side of that, any acceleration in demand for products and services, say, in like the risk management area?",1,3.0075982627592164
"Okay. Thank you, David. Look, I'm going to break my answer up differently between the labor-based businesses and the technology businesses. In a labor-based business, we face the same inflation that the rest of the world is seeing. Our employees are expecting higher wages. As we hire new people, they get hired in at higher wages than their similar colleagues were a year ago. We have to get a return on that back from our clients. That said, if you take a 12- to 18-month period, all of that has to get baked in. Otherwise, that's not a healthy business. But if I take a 6- to 12-month period, there is a slight lag, which is why you get some but not all of that, and you can see that in the consulting margins late last year. We expect that we'll begin to get some of that back. But if inflation remains at 10%, then you're kind of behind that but you get pricing power over the medium term there. If I go to our technology businesses, there is a gain. There is inflation in the goods that we purchase against those. And we invest very heavily in R&D and in technology-experienced people to help our clients. So there is, again, inflation in there. There is also inflation currency rates. But it's all in, it's packaged into what I'll use the word inflation. We expect that we will not get the full inflation. If I looked at the number this morning, the U.K. was saying 10%. We may not get 10% but we will get 4% or 5% or 6%. So over 2 or 3 years, you can feather that inflation back in, which is, again, required. Otherwise, we will not be able to invest in the innovation that our clients want. And that's how we should think about it, that we are willing to sort of feather it in so that our clients don't get a sticker shock right away. But over time, that is, I think, the nature of inflation, if I remember my college economics class.",14.044943820224718,0.19831223628691982,0.9269662921348315,0.1435284217512919,IBM_2023_Q1,14.044943820224718,0.0,114.0,"I wonder if you could talk a little bit about your opportunity with AI, whether you're doing anything different with your business now versus the past few years. Do you have any new stand-alone AI products that you're launching that you could use to help reaccelerate in data and AI? I know that products go across the whole business, but some reacceleration in data and AI software products would be great. And what areas of the business do you see the most near-term opportunity, whether it's end-to-end applications or foundational models or infrastructure like the Vela cloud-native supercomputer you just announced?",2,1.7071565856812838
"So Amit, let me just take the first part of your question on the linkage between consulting and software, and then I'll hand it to Jim for other parts of the question. So I think that if I look at the consulting, it's not going to spread to software in our belief. Remember, our consulting is comprised, if you just want to break it down, into sort of 3 parts. We work with a lot of other partners including on the public clouds, including with large software providers, and we tend to do these projects for our clients. I keep cautioning, it's slowing down but still in the 6% to 8%, not in a rate lower than that. Yes, there is a linkage to software, but a lot of our software is running critical systems for our clients, and we don't see those very subject to what we see in the current macroeconomic environment. And so that's what gives us confidence on those. Also, I think the movement towards hybrid clouds and the ability to take advantage of AI for enterprise productivity is perhaps going to be a tailwind as we enter the second half of the year because I do think that clients are going to do a lot of automation and a lot of cost cutting, which will likely benefit elements of our software portfolio. Jim?",4.385964912280702,0.12751677852348994,0.9824561403508771,0.1794283527610974,IBM_2023_Q1,4.385964912280702,4.385964912280702,66.0,"I guess, Arvind, maybe if you can just give us an update on how you're thinking about M&A, just given the broader macro environment, some of the comments you made about the consulting business, interest rates, your cash balance. If you could just bring it all together, maybe just provide an update today and if anything has changed relative to 90 days ago.",3,1.6382351058499458
"Sure, Wamsi. Look, I'll answer it in terms of what I'm seeing on the business, and I'll let Jim then put some precise numbers on it. We actually -- when we spoke to all of you in January, we were saying about 1/3 in the first half and 2/3 in the second half. Now we are saying actually a little bit more than 1/3 in the first half and the remaining in the second half. So actually, we are actually bringing it up a little bit despite taking on the restructuring charges and some of the Kyndryl associated charges that we're absorbing in those numbers. So what gives me confidence is when we look at the underlying performance in the first quarter, not all of our actions and productivity play out right in the quarter. But we are seeing enough green shoots in all of them to be able to predict those increases, of 1 point in consulting, the 2 points in software, et cetera, as you play through the year. And that allows us to have confidence in both the PTI and the cash flow despite the revenue numbers that we are projecting going forward. And I think actually, Q1 is a good down payment towards that, Wamsi. Despite the restructuring charge, we increased free cash flow by $100 million, and so that actually all goes together towards our numbers. Jim, anything you'd like to add to that?",0.0,0.29649595687331537,0.9543568464730291,0.11525405151491427,IBM_2023_Q1,4.149377593360996,0.0,143.0,"I guess I was hoping you could talk a bit more on the software side, and I think growth across both hybrid and transaction seems to be fairly good in the quarter. But Arvind, if you think about some of these consulting softness that's happening, you talked about that in North America. How do you think about the risk of that potentially spreading to some of the software side as well? So I'd love to understand, are you seeing any sense, any of that pushout happening in the software side as well? And then as you -- secondly, as you think about this mid-single-digit growth in software for the year, how do you think that stacks up between hybrid versus Transaction Processing?",4,1.526822905851333
"So Keith, let me address the first part of your question. So if I look at it in the short term, let's just walk through. What does the consulting team actually do? They spend a lot of time upfront with the business side going through business processes, worrying about how to optimize business processes, cutting across silos, coming up with data architectures, which could help the business, helping the business decide how they're going to roll forward. All of that, to be candid, holds even in a world of gen AI, assuming it gets to perfection. Now let's get to the next level. A lot of what our teams do, and it is perhaps unique to us, we tend to work on much more mission-critical systems. We tend to work much more on things, which are fundamental to the business around financials, supply chain, cyber resilience and so on. Will gen AI and large language models have an impact? Absolutely. I would tell you that if I look over a 5- to 10-year horizon, I would agree with you that for that second part of consulting, not the first, I would agree and expect to see a 30% productivity. Now I would tell you that in that time frame, I would believe that for IBM, that's an advantage, not a disadvantage. Why? Absolutely, it's disinflationary. But if we share that with the client, that means we can win more work. And the total labor pool we need to drive an amount of revenue is lower because there is obviously value in the technology that we are using, be it for test automation or code writing. And maybe I can be a little bit boastful. I'll use that word, Keith, and talk about one example that we have. So we wrote a code assistant for Ansible, and it is part of our watsonx family. That code assistant for Ansible can help our Ansible developers, which is used as a -- I think it's the most widely adopted language for IT deployment, gets up to 60% more productive. Now that's one piece of it. IT deployment overall, I would then say, gets probably somewhere between 10% and 30% overall productivity. So that's why I think that 30% number is a good one to keep in mind. But to go across all the environments, COBOL, Java, Python, AI models, that's going to take a few years before our clients get the full confidence around that topic.",4.830917874396135,0.23131672597864766,0.9541062801932367,0.19858184193786857,IBM_2023_Q2,9.66183574879227,4.830917874396135,157.0,"Arvind, you noted some initial traction around AI, and I was wondering -- you guys have made a lot of major announcements around AI. Wondering if you can share some thoughts on AI monetization in the short to medium term. And any quantification, if possible, either in terms of dollars or growth rates or '23, '24 would be helpful. And if I could, Jim, you saw very strong transaction processing growth. You noted a few different items there. I was wondering if you could talk about how much of that is structural versus cyclical. And if transaction processing is growing this fast, does that drive upside to software revenue for the year? Or are there other areas that are offsetting? And if you could just reiterate if Red Hat, do you still expect that to grow 11% to 13%?",1,1.8609072583389619
"Wamsi, so thank you for the question. And as you noted, I am very excited by our progress on AI and what it's going to do for our clients most importantly and then return, of course, for us as we monetize it. Our monetization is largely going to be through consulting and software, and I'll explain that. Infrastructure will benefit, but I would not call that a direct monetization route. So let me start with consulting. If you noticed, I talked about and Jim talked about what we have done with hybrid cloud, aka OpenShift in consulting. Where we began with this journey in 2019, our book of business was, to be precise and to round it out, 0. In the first year, we signed about $1 billion of business. And at this point, we have, inception to date, signed $9 billion with an annual run rate of $2 billion in consulting. I would tell you and expect that we will play out AI in a similar way. I hesitate to call it anything else until we get 6 months or so down the road, in which case then, we'll have more knowledge. Now on the software side, we are very, very excited by the initial reaction to the watsonx platform. The number of projects we have going on, the client interest, it really is something which we are very, very pleased by. So what's the model to think of it on? As I think about how OpenShift, which was a Red Hat product, came in, in 2019, it grew, literally doubled each year for the first 4 years. And at this point, the revenue is about 10x of what it was when it came in. And right now, we have quantified it at $1.1 billion on an annualized run rate basis. So that gives you a sense of the excitement we have around these projects, these technologies and what it could do for us as we begin to go forward. Now third and most important, but I don't want to quantify it, is the fact that AI will infuse in models every single product we have, whether it's sustainability, whether it's our database products, whether it's our consulting projects, whether it's inside the mainframe with the Telum, but I'm not including those in those first 2 categories. So with that, let me give it to Jim for the TPS question.",9.950248756218905,0.15264187866927595,0.9477611940298507,0.16325700265794318,IBM_2023_Q2,12.437810945273633,0.0,113.0,"Arvind, I'd love to dig into how you guys are thinking about M&A today. Obviously, you announced the Apptio deal a few weeks ago. That largely probably takes transformational M&A off the table, but you obviously still have some additional dry powder to make other acquisitions. So maybe if you could talk about what your appetite is for further M&A. Are you thinking about any other end markets or solutions you'd target now? Is valuation becoming more restrictive for you? Maybe said differently, just what's your message on M&A today post Apptio?",2,1.802070250379867
"Ben, thank you for the question, and I deeply appreciate your asking it in that form. Look, when we look at -- let me start with our extreme advantage. When clients have data that they like to train models on and they absolutely want to preserve the intellectual property in that data, they do not want the learnings. I mean I can go through 3 forms. Almost everyone will say, look, we're not going to take your data and give it to anybody in direct form. Okay. Next, how about learnings in the model itself from the data? Do you use that implicitly or explicitly or not at all? Three, the very fact that you're asking a certain kind of question can in turn reveal information. I'll use the word from my college training of site channel information. I'm sure that all of you also understand what that word could imply. So for people who are worried about all that, which we estimate to be at least 30% of the overall AI opportunity, think about a bank dealing with regulatory compliance. Think about a pharma company dealing with reports to the FDA. Think about a health care company worried about some kind of side effect on something. Think about a chemicals company worrying about their proprietary formulations, not just Watson, the literature. So as you go through all of these, there are lots and lots of examples where people want to train models. Maybe it's a refinement of a larger known model. So to your point on other models, and I'll come to that. So we found that there's a lot of opportunity, and those are the questions that people are asking us. Then next, a number of people, [ apparently ], they have great models. They're great for big public consumption. They are great because everybody kind of has the same need for productivity. But there is also a world right now from the partners we work with, there's already over 100,000 open source models in addition to the models that we, IBM, provide. How do you pick from those models? Which one is appropriate? And we have taken a conscious strategy that we are not going to constrain the model that our clients want. So on our consulting teams, we will work with all the models, our own open source and others' models, so we can help our clients decide on which is the best one for them. Look, 30 years of being here has shown us that trying to help the clients navigate through the extreme complexity of this world is helpful to us, and we can become much better advisers and gain revenue in the process. So hopefully, that gives you a sense of how we are going to win here and get our fair share of this market. So given that we just passed the top of the hour, let me wrap up the call. We are in a really good position as we enter the second half of the year. Solutions meet today's clients' needs, new innovation we are bringing to market, and there is momentum and productivity in our underlying operations. As always, we need to execute to capture the opportunity in front of us, and I look forward to sharing our progress with you as we move through the rest of the year.",3.5778175313059033,0.20869565217391306,0.9910554561717353,0.13886847631640353,IBM_2023_Q2,8.94454382826476,3.5778175313059033,159.0,"Yes. I just wanted to clarify. When you talked about feeling comfortable with Q3 estimates, was that both the revenue and an EPS statement? And then my question is, on software, I think you were looking for 200 basis point margin improvement for the year, and now you're saying 150 to 200. Can you speak to that? And also, when we look at the improved software revenue growth, is that just improvement in transaction processing because you were way above your forecast in Apptio? Or is there something beyond that? And related to that, are you modeling any substantive revenue from AI in consulting or in software this year? And why would that not impact your outlook if you were?",3,1.7318332546570505
"Yes. Thanks, Jim. So Toni, I'll comment quickly on the color on revenue from AI, both in software and consulting. So as I said, in consulting, we are expecting a number of projects to get signed. By the way, as Jim mentioned, some of that is getting baked in. And you're seeing that in the strong signings that we have in consulting in the second quarter with the over 20% growth in signings, and a lot of that was indeed Data & AI consulting projects. Ditto in software. I'd just note that we had double-digit growth in the Data & AI subsegment of software, and no doubt that some of that is colored by clients doing more around AI with us than they have historically. So we expect to see it. But I do want us to be sort of all in, all in with 2023, including the AI color. We see software at the high end of our model, and we see consulting in the range that Jim just laid out. So while we are very excited about it and we see a lot of traction on AI, it is included in the estimates that we just gave.",5.05050505050505,0.3953488372093023,0.98989898989899,0.09869156683110171,IBM_2023_Q2,5.05050505050505,0.0,255.0,"Arvind, I wanted to direct this to you if I could. You've talked about the success you've had even at these early stages of signing new AI offerings in the consulting side of the business. How are you thinking about the supply side of the business? And what I mean by that is, as you look at over time, the software development process, as you talked about that in Orlando, is going to become much more efficient. And so if your consulting business is really a seat-based model that drives revenue and if those developers are increasing productivity by, I don't know, 30%, 40% because it's in AI, presumably, clients will want that back. So how do you think about the disinflationary forces associated with [ C&AI ] on delivery side of the model, which is, I think, separate and distinct from the opportunities associated with new demand sources? And Jim, if I just sneak one in to you, too, if you could talk about the total MIPS growth, not just the cycle growth but the total MIPS growth that you've recently experienced as we look out over the next couple of years, just trying to understand what the pricing increase, how that may -- how you may be able to use pricing on TP to leverage that MIPS rate. That's it for me.",4,1.4309846877240546
"Okay, Sheila, let me turn it back to you to close out the call.",0.0,0.07894736842105263,0.0,0.5389473684210526,IBM_2023_Q3,0.0,0.0,71.0,"Jim, you provided some good detail on free cash flow year-to-date. And the question really is, are there any early indications on what nonoperating items could impact free cash flow next year, working capital, cash taxes, et cetera, as well as how restructuring actions this year may flow into earnings and cash flow as well over the next several months?",1,3.2711994056663336
"All right. Thanks, Brian, for the question. So Consulting is going to be the tip of the spear, but it's not going to be the only because some clients do have enough expertise inside to do things on their own. As we approach clients, trying to use, I'll call it, a big public chatbot to perhaps improve some surveys is not where they look to us, and we've been very clear, that's not where we are going to go. And we do not actually serve up any of those services. However, I'll take some -- maybe some quick examples as I go through. So with a large -- I'll use the word financial services company. They want to use generative AI to dramatically improve the productivity of their developers. They actually use their own proprietary languages, not only the common languages that are available outside. They are then asking the question, who can I trust to augment their model, give it to me -- and I don't really want to get into all the details of how I might use it, but I want them to provide the technology. In this case, Brian, we would work with them to augment the model using their language and their data and their code snippets. We would do it in a way that they are completely comfortable, meaning 100% that, that leaks nowhere else. They will take back the model. It now becomes an as-a-service deployment in their private cloud infrastructure, and we monetize it as is typical for as-a-service software. I'll take another example that we are building out with Dun & Bradstreet, and I mentioned that briefly on the call. In that case, it is consulting-led. They want to work with consulting to use watsonx in this case, but to help them create solutions that let their clients get greater insight, aka, helps D&B monetize their data better. So in that case, it is absolutely consulting-led. I think without consulting, we would not have landed that deal. Let me go to others because there are also examples where our consulting team is using both what's available with Azure OpenAI, as an example, to go win deals because they have built up the expertise. They've also built up expertise on Amazon's Braket platform. And they're going forward with winning deals on those. In that case, they are coming in with a methodology, with knowledge, with the thousands of trained consultants who know how to work on those platforms, and they're working with the clients to go do that. I think these are all examples of what's working. I think you're trying to also ask, is it going to be Consulting or is it going to be Software? Look, we didn't say much on the call on this topic. We just characterized it as low hundreds of millions of dollars of booking. But in the absence of anything else, think of that as maybe half and half between Consulting and Software, which does tell you that a couple of points of growth for both those units came from the generative AI that we've been putting out. And I think that's the best way to think about it in terms of what's happening right now, and we are certainly expecting and planning that, that will only increase as the quarters go on. All right. So let me now wrap up the call. This third quarter performance reinforced our confidence in the strategy and in our ability to deliver value to enterprise clients in today's environment. We're excited at the opportunities ahead of us, and I look forward to taking through -- you through our continued progress and our view of 2024 in January. Thank you all.",4.8076923076923075,0.15281501340482573,0.9903846153846154,0.1720353853028116,IBM_2023_Q3,9.615384615384615,4.8076923076923075,116.0,"I appreciate it. My question is on Consulting. I was very surprised to see 32% bookings growth after 24% the prior quarter, [ 7 ] the prior quarter. It's really diverging from your perceived rival in consulting, Accenture. And I was just wondering what the reasoning you would say is behind that. And then, Jim, with regard to those bookings, what does that do for your revenue visibility for consulting, not only for the fourth quarter but for early next year? I would think the good book-to-bill might make you feel pretty confident about that 6% to 8% and continuing?",2,1.7898809106764941
"Yes. Thanks, Wamsi. I appreciate the question. Obviously, we're very pleased overall with our Software segment performance growing 8%, actual 6% at constant currency, really led pretty pervasively with growth across the board, Automation led, Red Hat at 8%, as you said, and I'll come to that in a second, but Data & AI overall. Really underpinning all that is like we said, starting the year, one, a very strong, solid recurring revenue base. High value, 80% of that portfolio, by the way, growing mid-single-digit growth. You see that play out in our Transaction Processing that we call the growth vector. And then also our Hybrid Platform & Solutions business, $14 billion ARR that's growing high-single-digit overall. Now within that, you see Red Hat. Red Hat, we talked about in the prepared remarks. First of all, Arvind and I would acknowledge, we came in a couple of points below our expectation. And I think that's an execution discussion overall. Embedded in that, where did it come from? It came from -- because I think this is very important. It came from the consumption-based services and offering side of the equation, which, by the way, is about 20% of our portfolio shorter duration overall. And it went from last quarter, high single digit, which is about what the model is, the low single digit overall. If you look at that and compare that now, let's look at the other part of the portfolio, the remaining 80%. That is our subscription-based business. That's our RHEL franchise, industry market leader, that's Red Hat OpenShift and that's Ansible. We had a very strong annualized bookings in the quarter, which, again, subscription-based business model. We talked about all year long, where we're going to be back-end loaded on renewals. We grew that mid-teens overall, including services, by the way. If I extract out that 20% portfolio of services and just look at the core subscription-based businesses of Red Hat, OpenShift and Ansible, we grew 19% overall. 110-plus percent NRR on that renewal rate of that business. And within that 19%, OpenShift and Ansible were north of 40%, with RHEL growing double digits. So putting all that together, I think it's prudent right now -- when we look at fourth quarter, we're only building into our model. Again, Software at the high end of our segment model, we're only building in high single digit. We have to continue to monitor what happened to us in the third quarter, get the team focused on execution. But I would tell you, just given the signings growth that we posted in the third quarter, and by the way, another good pipeline in the fourth quarter, we feel very confident in the long-term posture of Red Hat growing double digits. We just got to get through and monitor what's happening to us on the services side. So thanks very much for the question.",4.0733197556008145,0.12802768166089967,0.9816700610997964,0.15010056448600767,IBM_2023_Q3,0.0,4.0733197556008145,86.0,"I guess maybe, Arvind, if we could just circle back on this well-worked topic of AI. Could you maybe just take a very high-level approach in how you're seeing customers evaluating adoption and how that might impact the nature of contracts within the Consulting business and feed the watsonx platform? Maybe the adoption -- initial read on adoption rates and view into how Consulting to be the tip of the spear there.",3,1.680974752387913
"Yes. David, thanks for the question overall. We'll spend a lot of time in January talking about 2024 free cash flow. But I'm glad you actually asked the question because we've been talking about free cash flow all year long. It's one of Arvind and IBM's 2 important metrics: revenue growth, free cash flow generation. We called out $10.5 billion. By the way, up $1.2 billion this year off of last year, where we grew $2.8 billion year-to-year. And we said that's above our annualized model. Our annualized model is about $750 million per year coming on off the I&E and the business fundamentals. You look through the third quarter, we're up now $1 billion year-to-year. We're at $5.1 billion. Very high quality, by the way. Of that $1 billion, $700 million of it is cash sourced from operating profit overall. So that's the improving fundamentals of our sustainable revenue growth and our operating leverage and productivity we're driving in this business. And as I said all year long, I was very transparent in January, repeated it in April, said it again in July, and now I'll say it again. When we look at that $1.2 billion free cash flow growth year-to-year, we're going to get most of it through cash sourced from profit, read that about $800 million to $900 million. And we said that we would get working capital efficiency this year. Why? Because of our 4Q '22 opportunity gap that we missed. And we called it out transparently in January. We're seeing that play out. You do the puts and takes. Yes, we're going to get a little bit of a modest tailwind on structural actions this year that will offset cash tax headwinds. But you look at the underlying $1.2 billion free cash flow growth, it is a high-quality, fundamentally driven out of our revenue growth and operating leverage. Now you look to '24, we'll spend a lot more time on cash tax. A lot of that is going to be predicated on where we actually finished fourth quarter overall. But we feel confident with the actions we've been putting in place, and we've got to earn the credibility and discipline here, closing out a free cash flow quarter, by the way, that's $5.4 billion.",5.0761421319796955,0.1553784860557769,0.9593908629441624,0.13027746880498314,IBM_2023_Q3,2.5380710659898478,10.152284263959391,101.0,"It was great to hear about some of the quantifiable success that you've seen in generative AI so far. But maybe flipping that a little bit, whether it's through early consulting engagements or customer conversations, where are you seeing some of the choke points that might hold up people from deploying as fast as they want? And whether it's through foundation models or some of your other tools around the governance side, kind of how that's developing your R&D to develop solutions for those problems?",4,1.6759246579312397
"Ben, thanks very much for the question. As I said earlier, pleased with the team overall in Consulting. Not only on the signings and booking, but our revenue is well positioned for that 6% to 8%, which gives us confidence to reiterate that, but also the fundamentals of that business, right? We talked a lot about this over the last handful of years. We're getting good operating leverage in that business, good cash contribution. So all in all, pretty pleased overall. When you look at the bookings overall, I mean, let's just put some statistics. So let me talk about kind of headwind, tailwind overall because I think what you're trying to get at is the confidence level Arvind and I and the team have about this book of business going forward into fourth quarter and into '24. We're still seeing very good demand overall in areas around digital transformation, application modernization and where there's real technology value, productivity, cost efficiency, quick payback. Is there pressure on discretionary-based activity and that like? Absolutely. But you know what, we've seen that all year long. We haven't seen really any substantive change in the macro and the client buying behaviors overall. But that has enabled us to grow 30-plus percent. By the way, it's the strongest bookings quarter we had in quite a period of time. And now we've got a trailing 12-month book-to-bill of 1.16, I think the strongest in about 2.5 years overall. Now underneath that, what's going on? One, we've opened up IBM to strategic partnerships. We're seeing great ecosystem velocity and strategic partnership growth. Signings were about 50% year-over-year. Hyperscaler is underneath that, 2x signings. Our hybrid cloud and application modernization, Red Hat, we signed north of $1 billion alone in the quarter. Now that's $10 billion inception to date. We got acquisitions that are now accretive and scaling nicely. So I think from that aspect, you look at the top line growth, we feel pretty confident about the 6% to 8% for this year, and we feel confident about the value and the growth contribution of the growth vector of consulting in our book of business heading into 2024. Now with that said, headwinds-wise, yes. Listen to every other services consulting company, there are macroeconomic challenges, without a doubt, uncertainty. But we got to go and compete every single day here. And duration, I would say not only we had great signings growth, we're monitoring our backlog realization. Our duration by the way this year has went up by a couple of months. But that revenue will play out over time. And all in all, if I sum it up, I think we're taking share. I'm pleased with the team.",6.479481641468682,0.23706176961602674,0.978401727861771,0.14223251856045174,IBM_2023_Q3,4.319654427645788,2.159827213822894,126.0,"Maybe, Jim, this is for you. You didn't change your Software, Consulting guidance ranges for the year. I think you had a minor benefit from Apptio closing earlier -- early in 3Q. But you now expect a full year constant currency revenue growth to be at the low end of the 3% to 5% range. And so I'm just wondering, should we now think about Software, Consulting to grow at the lower end of those ranges that you provided earlier, especially now kind of given some of your Red Hat comments? I'm just trying to understand what has changed underlying the different segments to get to the kind of that new view on total revenue in constant currency.",5,1.62451106574169
"Diego, let me turn it back to you to close out the call.",0.0,0.05405405405405406,0.0,0.5424324324324324,IBM_2023_Q4,0.0,0.0,118.0,"I guess my question will be focused on the software side. When I think about the calendar '24 guide of, I think, slightly above the mid-single-digit long-term -- medium-term target that you folks have, can you maybe talk about how do I think about the split between organic versus inorganic in '24? And if you could also perhaps unpack, what do you expect to see across some of the key segments like Red Hat that -- which I think was somewhat below your expectations in '23 and then also the TPP side would be really helpful?",1,3.7046602829102246
"Thanks, Jim. And Amit, the second part of that is all of the innovation that we are delivering. When we play it up against the demands in the marketplace, our AI platform is going to be a part of what fuels innovation. And as I think you all understand when people like one part of the portfolio, they tend to also leverage other parts of the portfolio. Other than the AI portfolio automation, which really helps our clients with productivity, Jim mentioned Apptio or Apptio, Turbonomic, the whole category called AIOps in the market, we believe, is going to be a big driver of demand for us. And on the mainframe, let's remember, TP does get driven by increased MIPS, and Jim talked about the increased MIPS that are out there. Those MIPS, coupled the innovation we do in that part of the portfolio, drive the growth. So it's very well balanced. You have M&A, you have Red Hat innovation, you have AI innovation, automation innovation and TP innovation. And that is really what comes together to give us that growth and give us the confidence of being able to deliver all of that growth.",0.0,0.17490494296577946,0.09183673469387754,0.2681663692092807,IBM_2023_Q4,0.0,5.1020408163265305,63.0,"Arvind, I'm just curious if you could just give us your view of the business climate, just how things are feeling in the last quarter versus quarters before we're continuing to hear of a defund some of these software budgets from CIOs. And I'm just curious if you're hearing and seeing the same thing that we're seeing in our work.",2,2.4582774837979264
"Yes, sure. I appreciate that, Brian. Thank you very much. I mean, I think Arvind has been very clear for the last 3.5 years, 4 years since he's come on. First of all, let's talk criteria, right? We always get asked size this, size that. Size is not a criteria. It is entirely -- and I complement him and the entire team, he's very focused on strategic fit to a hybrid cloud and AI platform-centric company. Those targeted areas are always centered around hybrid cloud, data, automation, security and oh, by the way, both software IP asset and consulting expertise on both sides. So strategic fit. Second, we run this platform-centric model to create a synergistic multiplier effect in our business. So when we look at every single week a set of targeted candidates, we're looking at the synergistic effect because as a CFO, when we deploy $1, we're looking for a multiplier of hardware, software services on top of that. And then third, financial attractiveness. It has to be high growth, recurring revenue, highly profitable and free cash flow accretion in a quick period of time. That will vary based on software, it will vary based on consulting. But I think you're going to continue to see us be opportunistic in the marketplace. We've got the right capital structure. We've got the right FINFLEX. We ended with, what, $13.5 billion of cash on the balance sheet. So we feel pretty good about our position, and we will capitalize on that to the extent it hits and fits those criteria. So thank you for the question.",14.869888475836431,0.26196473551637284,0.966542750929368,0.1358899927897896,IBM_2023_Q4,11.152416356877323,7.434944237918216,135.0,"Wanted to ask about Consulting. And Jim, you mentioned and disclosed high single -- high teens, sorry, bookings growth in 2023 and just at 8% off a pretty difficult comp. I was wondering how that's going to play out in terms of revenue yields in '24 and into '25. Does that give you more confidence that the second half of '24 is going to have a pickup in Consulting revenue reported? And then for Arvind, if I could just sneak more on Consulting. Your -- one of your top competitors -- your top competitor has much easier comps in terms of bookings and revenue over the next 12 months. Do you think you could continue to outperform them in the next year?",3,1.602283462041501
